temperature,humidity,mq135_ao,ldr_ao,soil_ao,label
33.00751370939765,40.03550644545143,1175,2624,3631,Too Hot/Dry
38.28735205725137,31.730168798952267,1318,3637,3683,Too Hot/Dry
27.005502300669992,53.004132804855175,1965,2961,2311,Poor Air Quality
24.71126966673964,47.371110713026575,1064,691,2264,Low Light
33.74108876604174,64.10696940713022,1734,3074,2239,Poor Air Quality
23.767756810335527,88.77358730824056,1068,3198,1551,Too Wet
28.59197522532958,54.04688254001365,1262,3257,2526,Optimal
28.284427078280984,72.32824156708962,1190,288,2495,Low Light
24.76174951545004,86.59411487992989,1102,3597,1153,Too Wet
24.93716319172878,49.64863567879836,1293,485,2166,Low Light
28.606281912608125,59.345752916738824,1092,566,2653,Low Light
39.89779993413871,23.628642341044515,1162,2573,3872,Too Hot/Dry
25.484698382876765,40.92173922848246,1780,657,3652,Unfavorable
33.80718803106842,65.49819356416458,1743,2915,2835,Poor Air Quality
21.888015374647367,46.7355401699642,2032,750,3724,Unfavorable
33.387170088129,26.82706444457034,1640,748,3973,Unfavorable
28.75555326110149,51.29888141392017,937,3224,2060,Optimal
22.03047338338846,45.20391103155317,1698,3,3588,Unfavorable
35.317039126741705,26.32459470776016,1322,3548,3639,Too Hot/Dry
32.01608368715708,23.519247439785083,1410,2749,3887,Too Hot/Dry
27.63323806560378,74.68864324485784,1107,471,2972,Low Light
26.55533637275761,89.59956628887721,1150,3463,1317,Too Wet
28.2404208965427,69.74819743947243,982,3351,2200,Optimal
34.269543327643085,44.725710351708884,1180,2675,3652,Too Hot/Dry
39.94326563269256,32.82898390240757,1859,395,3729,Unfavorable
22.450337730595255,78.58088259801615,741,3506,1260,Too Wet
34.881621787402345,23.44887405166597,1249,3067,4053,Too Hot/Dry
34.86618085524937,40.740464377424665,1029,2564,3851,Too Hot/Dry
32.935382932424986,48.268432313531974,1972,179,4029,Unfavorable
29.26542357397421,60.16574901434157,952,3006,2963,Optimal
21.868714447053723,64.52294379776461,1084,43,2589,Low Light
26.766972593740558,68.83683195181113,927,3031,2341,Optimal
24.956774889947795,64.20578859834703,928,3171,2464,Optimal
32.151767831279315,22.76939645946372,1447,3413,3869,Too Hot/Dry
32.281249479514834,51.451896736721885,1779,2686,2605,Poor Air Quality
28.042809705149285,69.40908804120505,981,493,2720,Low Light
36.058428453788075,41.01588046868118,1475,2697,3920,Too Hot/Dry
33.568258550788386,20.750765319356933,1880,211,3996,Unfavorable
27.05900898985032,71.31330630292946,1255,924,2307,Low Light
27.530744304161583,78.60100516371838,735,3268,1514,Too Wet
38.16176398096674,25.354691494528037,1530,2789,4045,Too Hot/Dry
21.06266435094796,65.68375730507096,1127,832,2312,Low Light
26.14763343866577,62.14640125729221,1965,2658,2741,Poor Air Quality
38.77694792260137,29.317615374393043,1838,302,3996,Unfavorable
32.487484394947934,65.16944200472388,1521,2648,2780,Poor Air Quality
29.828443276067997,47.831611256449854,993,353,2629,Low Light
35.29338053034377,41.96894934910125,1371,3084,3746,Too Hot/Dry
37.51501405767793,42.079155294542744,1221,2720,3702,Too Hot/Dry
28.945074977119887,64.61771509125168,1088,438,2061,Low Light
37.230977067847256,20.686388581175414,1456,2925,3726,Too Hot/Dry
29.754164069816383,60.46957931141741,875,3193,2329,Optimal
39.141794136912004,30.562089839743976,1422,3200,3726,Too Hot/Dry
26.489224802488685,68.51727251421391,887,396,2734,Low Light
24.679199250778865,50.872104427791655,1046,3200,2466,Optimal
22.5175863155535,57.84801306336365,976,44,2608,Low Light
29.857334389202364,63.85450534305264,1224,162,2287,Low Light
26.025730845738682,68.64627590813035,1181,2997,2012,Optimal
30.9370991374906,60.55794911802819,1867,2650,2647,Poor Air Quality
29.197504476292746,57.525793364611395,1026,3255,2773,Optimal
29.219130308146845,64.02209963098045,946,345,2984,Low Light
23.44574214344633,78.40131458456568,1278,2896,1347,Too Wet
35.52579262257855,48.85746219115378,1805,162,3760,Unfavorable
31.338912223062366,48.440234632415,1350,832,2508,Low Light
27.36394486331615,55.61972968767479,1619,3070,2118,Poor Air Quality
27.96168637970605,84.93680991327145,1007,3267,864,Too Wet
25.736973458456028,55.50060628223978,1104,3450,2445,Optimal
26.14100645848496,73.7307993468947,999,3129,1225,Too Wet
36.55916909922432,24.027721343773575,1600,2612,3958,Too Hot/Dry
27.630284204668065,84.44084760389228,1240,3366,914,Too Wet
26.73491984408123,48.041623494322586,1215,187,2177,Low Light
34.736119587534155,44.44942446817201,1246,3105,3760,Too Hot/Dry
23.327717786505687,86.54597302779433,755,2858,1153,Too Wet
25.120944696098086,88.25858183542718,1281,2861,1174,Too Wet
24.457247124514335,88.02130930129982,1226,2935,1181,Too Wet
37.81577401649668,29.95430210114326,1435,2597,3604,Too Hot/Dry
23.774802773692617,75.58692611604822,622,3470,1556,Too Wet
28.99123864217046,60.58102168818014,1192,3682,2791,Optimal
26.879116825456254,84.42093549428365,1260,3320,821,Too Wet
37.2777424044283,33.02965142093943,1022,2896,3521,Too Hot/Dry
37.08430102401521,28.206532988698964,1354,2719,4090,Too Hot/Dry
24.602632947999034,47.235736955647575,1205,712,2029,Low Light
33.62727391893706,21.55916552248252,1373,2624,3954,Too Hot/Dry
37.6541911968132,22.006588928477026,1326,3251,4060,Too Hot/Dry
25.395711906067984,72.3865116795506,851,2965,1398,Too Wet
22.97867808294835,76.71852046058285,834,3029,1386,Too Wet
34.30281132191373,34.00318667689638,2009,810,4095,Unfavorable
22.396475339258583,23.92052444646499,1868,660,3894,Unfavorable
27.871234470829076,67.43723246283398,840,2955,2899,Optimal
34.733822446021506,32.760208306073196,1560,2670,4052,Too Hot/Dry
29.898305670083914,69.76862270585214,876,2893,2487,Optimal
25.723680138729463,74.1511434341923,1140,455,2656,Low Light
32.498254755457545,54.4416538125679,1625,2691,2171,Poor Air Quality
29.63370074337281,61.10140426878739,1968,3255,2816,Poor Air Quality
23.288078175809144,80.88691987251198,826,3130,1354,Too Wet
29.43113696603759,58.84750523301801,1156,3011,2192,Optimal
29.856047335807084,59.21909539082891,1227,764,2015,Low Light
22.685961260897074,75.87485256039304,837,3284,1421,Too Wet
32.389519618223446,36.79686826305468,1151,2694,3768,Too Hot/Dry
36.06160261161014,25.49396779635819,1559,3111,3912,Too Hot/Dry
28.597255549183068,60.81188743164881,1233,3013,2643,Optimal
27.5879083936676,70.81610907686358,1117,3506,1307,Too Wet
25.153854353761123,50.925646385191385,1026,909,2091,Low Light
26.209154251213466,25.064272047995814,1619,554,3816,Unfavorable
27.27032189022342,66.60095459458199,934,675,2591,Low Light
39.437279865963546,27.300433914444945,1654,723,3806,Unfavorable
32.07973790798932,24.02722890448606,1157,3731,4006,Too Hot/Dry
34.2114643835795,37.80881105309301,1050,3278,3655,Too Hot/Dry
39.06183442381405,28.000793381110064,1329,3390,3605,Too Hot/Dry
26.60663337374624,77.67622858463555,999,3518,1537,Too Wet
23.248080267593274,76.95551315612451,797,3167,801,Too Wet
22.939958143670445,21.074834103470206,1702,642,3512,Unfavorable
30.46412423351101,68.21428785097882,1671,2776,2422,Poor Air Quality
23.505899173465345,32.41456675581929,2100,765,3759,Unfavorable
23.265735183241436,72.65729414092392,908,2907,1285,Too Wet
25.520111630516155,57.27645639152626,1093,943,2049,Low Light
27.528720864762214,52.880630227507865,1584,2600,2051,Poor Air Quality
24.818660446051023,53.54207503336182,1755,2668,2698,Poor Air Quality
31.537051640322417,65.59223396300372,965,487,2907,Low Light
27.968247315953043,72.25032078296887,1760,3499,2515,Poor Air Quality
36.34612796842629,35.60969931993407,1319,3522,3725,Too Hot/Dry
38.67237542918027,28.171717808358565,1593,3177,3511,Too Hot/Dry
27.725648709215967,62.755702897325804,873,3071,2459,Optimal
38.304468088807646,35.21865694881413,1133,3777,3866,Too Hot/Dry
29.234354844072413,51.136405060151354,817,3180,2602,Optimal
34.131375364727866,36.99161141053435,1415,3117,3574,Too Hot/Dry
27.79953736916327,62.69334490581045,1239,277,2885,Low Light
28.823334776308133,53.46177430663368,1091,3476,2859,Optimal
26.929599577400396,24.97805625387896,1863,6,3882,Unfavorable
33.81487445742825,55.73499830995583,1852,2620,2090,Poor Air Quality
29.313546826421877,68.09147038223836,1155,3130,2748,Optimal
32.46902939440047,20.375636815615437,1475,3486,3551,Too Hot/Dry
30.35412285507275,67.61770638847551,1965,3404,2849,Poor Air Quality
30.749930299842976,61.117942713975964,1264,364,2715,Low Light
26.141009308780564,78.52900217434757,692,2837,1242,Too Wet
26.546548950155664,53.7961827674382,913,3258,2639,Optimal
27.300321621720258,89.62197981397104,633,2867,1014,Too Wet
27.81605180986987,69.27819710601803,1024,2854,2274,Optimal
34.47228705274585,23.365670317190812,1444,3717,3791,Too Hot/Dry
28.590475764195318,66.06659997718059,1051,3197,2479,Optimal
24.915541503742595,64.96804161627358,972,811,2387,Low Light
32.03001156834207,43.86720851130889,1018,3294,3586,Too Hot/Dry
20.269027360929485,73.8416065873373,1275,220,2851,Low Light
37.234421335599684,29.67702420327755,1493,2607,3902,Too Hot/Dry
31.354731566000122,53.15909796411479,1646,3324,2163,Poor Air Quality
34.29074303927191,46.32086914671493,2100,562,4060,Unfavorable
25.97570409002117,58.25914387311556,805,2863,2071,Optimal
29.283047367136653,60.06121565390467,1047,3264,2833,Optimal
25.372818263809457,66.03111363821611,1044,744,2948,Low Light
23.837013198285025,51.12215543038233,1373,318,2338,Low Light
26.832896644802858,40.493498755189535,1951,553,3950,Unfavorable
27.373196867426223,72.80950929796404,876,3331,1132,Too Wet
30.786767674938872,63.13774754437883,1777,3543,2750,Poor Air Quality
29.223992357718682,63.28712679484763,808,2898,2278,Optimal
30.868920309254605,39.48170047294461,2020,889,4025,Unfavorable
39.442317524116575,31.462867319659978,1598,3629,3865,Too Hot/Dry
30.64185947692312,48.59498163495383,1234,429,2922,Low Light
27.045199705450443,54.70936456901533,1285,3235,2328,Optimal
25.68372859722826,64.82833227943229,854,3218,2476,Optimal
37.57275524856951,22.748518095101183,1330,3800,3745,Too Hot/Dry
33.75733409189192,53.437132963347715,1696,2929,2445,Poor Air Quality
39.66637972698975,31.697279539866248,1084,2955,3511,Too Hot/Dry
34.344362882883544,34.53563848331123,2099,228,4095,Unfavorable
26.96598515825468,83.72862936887009,934,3326,1310,Too Wet
29.400186488327783,53.41534544295404,1101,2855,2681,Optimal
35.13625437678318,34.60815790570214,1317,2959,3691,Too Hot/Dry
27.34535423568785,89.35940334254511,854,3361,968,Too Wet
32.43625489936516,25.441370726501233,1449,2896,3585,Too Hot/Dry
20.453300408126793,74.0418194034503,1400,430,2275,Low Light
24.343568851094627,65.00996576532813,1229,2957,2089,Optimal
32.372015317070165,69.59218205644625,1646,3305,2146,Poor Air Quality
39.1777013023127,49.616888654788795,1727,163,3568,Unfavorable
28.001569196344498,57.12211634195043,1216,3059,2325,Optimal
24.429951212198986,84.11791316091465,1110,3405,887,Too Wet
34.65853992399696,33.746977984913684,1027,2909,3655,Too Hot/Dry
33.67214560751963,28.209545038716072,1312,2900,3879,Too Hot/Dry
26.829177267900977,67.26125559328287,1366,179,2321,Low Light
33.08433697432933,67.36794473417933,1719,3029,2636,Poor Air Quality
28.640221224943513,60.23970100033121,1078,3490,2554,Optimal
27.45393634709337,74.0272593056135,1239,2906,1533,Too Wet
28.97173788795672,68.05027048272609,1558,2691,2616,Poor Air Quality
25.076633961866122,85.38349908015688,814,3062,1393,Too Wet
25.15647794602484,50.79133805176064,1155,3332,2133,Optimal
22.966651373585236,87.41702691182468,1187,3456,994,Too Wet
28.79418330613189,60.804277170729286,1583,2547,2354,Poor Air Quality
28.730118440163515,61.859590963173865,1128,22,2167,Low Light
25.363600578486,83.87027328433774,829,3566,1489,Too Wet
26.49531498324041,89.4795134061517,1029,3481,1139,Too Wet
26.242642239900043,57.66961171662265,1368,453,2051,Low Light
25.623992855362484,54.722279487836516,1240,389,2860,Low Light
21.171678682588386,33.194382562193134,1851,362,3781,Unfavorable
25.06945533298101,66.08840600710168,832,865,2022,Low Light
23.3519647704284,72.33979521984398,921,3223,1254,Too Wet
32.96204111740924,71.45757618917607,1870,3403,2974,Poor Air Quality
26.627581501025283,51.492315973975494,969,2948,2964,Optimal
29.43474191951139,54.114616251657466,1113,2860,2438,Optimal
22.895656878567806,79.94383540027181,734,2961,1323,Too Wet
38.03597984526147,34.99137435935582,1457,2919,3854,Too Hot/Dry
26.19976231487563,68.34731461709873,893,66,2004,Low Light
28.8113927589025,65.22996434826194,1175,3654,2794,Optimal
38.567286781943714,43.42506984075335,1011,2827,4006,Too Hot/Dry
26.6493589868858,63.769412495781815,1712,3129,2621,Poor Air Quality
27.271737420134997,63.80394510137508,931,836,2882,Low Light
30.600903194588824,52.43097978873897,1572,3075,2771,Poor Air Quality
37.709981173998635,36.80302658044316,1372,2952,3583,Too Hot/Dry
37.01943126717821,40.14251491963027,1445,2817,3949,Too Hot/Dry
30.810489294328427,64.03240341776664,1131,150,2230,Low Light
33.08216014244284,33.43180135814164,2058,454,3627,Unfavorable
28.329754385399553,54.65569471669045,1961,3408,2040,Poor Air Quality
29.933916337043897,69.08276312445776,1036,3457,2776,Optimal
26.6099913817701,85.76109260842071,1047,2919,1297,Too Wet
22.232632103819178,71.03112983680039,919,3199,870,Too Wet
24.50148572212201,69.97817209622707,1095,2867,2465,Optimal
23.934491224579247,76.49482308382065,1287,3326,1188,Too Wet
22.06688841381095,75.8402774494976,670,3162,803,Too Wet
31.6373790992379,38.65101165625714,1906,470,3648,Unfavorable
30.7524913136269,54.305094560706735,1099,617,2054,Low Light
25.435841882660526,43.7811922501125,2011,260,3748,Unfavorable
31.249436451388352,49.85509892299794,1711,906,3723,Unfavorable
20.699243129948712,56.101980484464704,1190,47,2652,Low Light
33.125090046575174,69.2511509340617,1610,2862,2154,Poor Air Quality
27.67751454562684,53.641653111699284,1119,3415,2599,Optimal
37.16208158331743,27.443540114770094,1906,126,3902,Unfavorable
25.665157401168237,67.1641994946886,1162,3258,2689,Optimal
35.13057549774583,38.11147078268743,1376,2775,4040,Too Hot/Dry
35.40009794419643,26.47291081855299,1027,3424,4086,Too Hot/Dry
32.47933388067116,66.35799897213448,1797,3321,2909,Poor Air Quality
32.70273161111908,42.43424940215656,1583,3007,3570,Too Hot/Dry
26.14601245852919,61.03101396332763,1939,3529,2347,Poor Air Quality
27.168198334835502,29.361700355538595,2043,139,3550,Unfavorable
26.205067170834326,63.85385203583601,1096,3484,2314,Optimal
23.644321744664907,73.48761187321274,831,2900,1261,Too Wet
30.17698871837476,46.617532213848556,861,178,2646,Low Light
26.478893341235345,51.763955021766314,1982,3286,2366,Poor Air Quality
25.01628863310237,69.85036349489836,1563,2641,2458,Poor Air Quality
27.010172004033947,50.31722435404058,1723,2520,2549,Poor Air Quality
21.394869712524002,46.55269760570593,1609,724,4078,Unfavorable
28.2421732524381,27.509316119924307,1934,628,3684,Unfavorable
32.12042882226765,20.090684328441775,2045,814,3976,Unfavorable
28.714025544810298,31.805040549545012,2012,366,3741,Unfavorable
23.47485083139385,80.11270951498548,906,3348,1071,Too Wet
24.62859952324193,69.6797229519104,1015,197,2877,Low Light
29.22178271186419,54.69356135982514,1214,3565,2120,Optimal
21.324401590016173,72.90565898246406,833,958,2462,Low Light
39.595292010872086,41.56601627657128,1554,3044,3817,Too Hot/Dry
25.75962164308808,57.75667449999032,1295,3518,2748,Optimal
34.39536736303867,21.731270329781275,1628,945,3707,Unfavorable
28.12276743210188,71.18273263989403,1747,3341,2368,Poor Air Quality
35.636283567095035,39.03917262830022,1851,226,3548,Unfavorable
37.021033723215304,29.146144213315395,1401,3243,3528,Too Hot/Dry
25.243642877852828,48.728386987045006,849,374,2978,Low Light
36.09461575690541,45.236440887446705,2000,753,4031,Unfavorable
30.190124617618046,55.93855017140431,1836,3550,2356,Poor Air Quality
38.46462396721479,26.23924566365651,1691,761,3724,Unfavorable
24.394463365980712,54.41212965158004,1295,3697,2549,Optimal
24.725943085119084,55.51119262658501,1221,35,2652,Low Light
39.51425088859749,44.27227646652715,1325,2831,3837,Too Hot/Dry
32.15416885975138,23.494415854510276,1054,3034,3550,Too Hot/Dry
25.383172154312128,75.0408986143723,988,3012,1475,Too Wet
23.54969113932499,83.52735311002698,665,3001,1521,Too Wet
24.504041023503152,58.939677359608446,976,53,2365,Low Light
33.34098683444858,42.64681654690868,1858,596,3771,Unfavorable
38.017720914333424,31.337074421678516,1988,565,3561,Unfavorable
23.461073721972653,23.64193554157709,1740,601,3820,Unfavorable
30.533947393259936,45.365489986238245,1827,777,3607,Unfavorable
23.35977380347694,48.5633459620844,1096,567,2687,Low Light
32.695288465324,52.051473947416646,1923,3429,2101,Poor Air Quality
25.29579179041049,74.89019306753354,1982,3533,2908,Poor Air Quality
23.813606990546244,34.22228466178888,1965,221,3616,Unfavorable
21.491001530846404,47.829516216274484,2093,481,3772,Unfavorable
30.572850337687733,31.908252780558815,2085,728,3795,Unfavorable
29.868554149565952,67.33307644020388,980,961,2785,Low Light
30.828809895341735,44.39916183315101,1810,518,3993,Unfavorable
26.105183887404465,87.18299601960827,1087,3399,1480,Too Wet
23.236294118740393,43.0706178268503,1826,80,3880,Unfavorable
22.82744695588961,73.6392330030886,1198,3549,1237,Too Wet
27.284267378796333,51.415645272185095,811,3455,2270,Optimal
29.536727430824328,63.089819404473715,1110,3174,2420,Optimal
27.750878531235756,60.58812566608175,1806,3067,2620,Poor Air Quality
34.88603032837452,44.882884235081775,1285,3155,3617,Too Hot/Dry
29.668217741207556,65.0345161451344,1104,3640,2174,Optimal
21.499588742015085,53.1727529827747,1050,500,2200,Low Light
27.35671332731284,54.42142742319503,990,3356,2768,Optimal
32.31154434239188,26.469897290664075,1321,3396,3602,Too Hot/Dry
22.509706956254178,82.97566755374861,1077,3206,1564,Too Wet
26.40792397476384,68.16435357665118,1191,3587,2880,Optimal
35.09977916338417,21.511547191790243,1358,3021,4044,Too Hot/Dry
20.54769825899074,49.49797259347753,1262,669,2048,Low Light
27.62799170291875,33.515410865122426,1772,631,3515,Unfavorable
29.968263651788746,66.00997055909998,901,3352,2634,Optimal
28.780468335301578,64.69864623055031,1192,3088,2193,Optimal
26.17157039450088,23.935516759162162,1973,190,3908,Unfavorable
21.8291922085757,25.720026619384136,1957,737,3641,Unfavorable
24.92209445146732,60.62860682769872,848,3248,2761,Optimal
31.177638832572736,50.35627513971981,1336,625,2207,Low Light
32.057322030657645,44.67545910774017,1240,3654,4012,Too Hot/Dry
33.74760098922267,34.12063168570367,1603,701,3769,Unfavorable
33.085328455365456,74.2519509404519,1829,3419,2167,Poor Air Quality
24.645548412809326,67.8858088085791,1051,3261,2990,Optimal
31.47575198800206,37.275201722428804,1905,546,3579,Unfavorable
33.69759818549658,56.96723842023891,1750,2916,2445,Poor Air Quality
30.216812990115084,54.63633703159064,1790,3368,2822,Poor Air Quality
25.527765872070045,85.07232389630717,691,3566,819,Too Wet
25.941372461029847,81.7870331286566,870,3471,1153,Too Wet
37.421646403100496,27.853994236450042,1669,718,3796,Unfavorable
28.821937820246212,69.89922062389289,1298,3528,2436,Optimal
39.986601229465506,27.61213021654537,1636,659,3825,Unfavorable
23.561610730505517,82.73500109295978,944,3020,1343,Too Wet
23.96238814467213,81.76783506519544,1255,3200,859,Too Wet
21.286737861653474,36.494866267397065,1783,592,4075,Unfavorable
28.98978789692583,47.664203590996365,1232,713,2137,Low Light
24.091873002763805,56.122802637304304,984,2869,2698,Optimal
30.899622351586075,66.04298834228132,1913,2743,2716,Poor Air Quality
25.327202005920622,63.9131172986396,1130,132,2633,Low Light
34.26196740118327,38.71216976609463,1408,3182,3723,Too Hot/Dry
20.47228921018131,43.242901893878795,1611,200,3666,Unfavorable
26.7158581627265,60.441121571669356,953,3147,2648,Optimal
38.97748667539686,22.412337569858877,1450,3205,4051,Too Hot/Dry
26.57887219411149,61.930818611538726,921,566,2403,Low Light
35.69616909570533,36.30200024999286,1470,2555,3507,Too Hot/Dry
25.95641951164488,50.60816402303786,1000,135,2383,Low Light
24.027813587187413,77.25327222528614,987,2824,1497,Too Wet
33.92603704926014,52.77045944245033,1843,2657,2834,Poor Air Quality
24.31434186161546,56.652014812521834,1756,2938,2405,Poor Air Quality
25.102411795050475,62.725580346954914,1876,3474,2911,Poor Air Quality
27.455103271759825,22.43404225833694,2031,832,4040,Unfavorable
27.385470331184067,54.970905836357666,1075,3134,2095,Optimal
25.87589743529987,36.86410900259686,1690,76,3817,Unfavorable
35.54017687375825,33.644406382116195,1376,2884,3749,Too Hot/Dry
30.74632637427724,56.7410481782221,1748,3208,2881,Poor Air Quality
26.641103162185406,66.83023638945637,1545,3231,2540,Poor Air Quality
24.36986049393979,74.96586158223707,662,3437,1189,Too Wet
34.867733030426066,43.32350108744094,1220,3789,4081,Too Hot/Dry
39.61453654101286,37.49016339024344,1222,2683,3543,Too Hot/Dry
27.746487898984675,74.31869749702541,704,3313,1294,Too Wet
26.985247510222035,68.2574886566499,1274,3235,2742,Optimal
28.523071280345857,58.759919068037895,1687,3038,2266,Poor Air Quality
21.074680498868688,62.94979345892,1248,902,2386,Low Light
21.134424651912497,30.60152879198135,1608,886,3746,Unfavorable
36.24620404035525,34.38528795118016,1027,3305,3717,Too Hot/Dry
25.40953400688541,48.19561992574271,1704,422,4094,Unfavorable
27.631614747896137,83.58778808677934,604,2905,882,Too Wet
24.80460065429336,61.891755589454206,1757,2886,2436,Poor Air Quality
35.31231474989799,42.93200478932626,1834,639,3882,Unfavorable
23.707083550627964,75.92103113425856,1075,2839,1322,Too Wet
32.10438802509974,28.580723869951953,1012,2519,4043,Too Hot/Dry
30.727590161557426,53.108383845870364,945,760,2220,Low Light
27.60432011646327,27.22427988760107,2091,652,4029,Unfavorable
36.4543062125249,33.55657235758471,1921,754,4007,Unfavorable
26.598095473573455,78.94645023835153,865,3470,1253,Too Wet
31.36589505415395,67.89030989189605,991,747,2860,Low Light
29.995346410415717,67.48529967299771,833,3204,2605,Optimal
24.392253616556335,64.45638092014009,1781,2614,2119,Poor Air Quality
22.069359460384945,64.84168408127533,925,817,2449,Low Light
28.949492295165534,51.5596391802596,1722,2936,2252,Poor Air Quality
27.684116030406578,81.31620524085311,850,3238,941,Too Wet
36.22989165864803,38.206664370757224,1106,2661,3651,Too Hot/Dry
26.142702277855648,66.16101537627674,878,3537,2551,Optimal
21.39303724946151,36.550264772140395,2011,307,3884,Unfavorable
28.432929774600325,52.50532158207697,1716,2823,2618,Poor Air Quality
25.52697587683595,60.10489929294716,818,3675,2977,Optimal
36.029494344100826,39.10585336753414,1059,3561,3823,Too Hot/Dry
23.530773157632776,85.5947587527028,886,3370,1133,Too Wet
26.85635805465688,76.32000704492022,1157,3065,1222,Too Wet
29.63131252604577,56.24992596235795,1088,3691,2847,Optimal
39.59733495535565,33.394682023157976,1399,2514,3709,Too Hot/Dry
